This simulation prints out the best strategy at each generation
Using payoffs  4   0   1   5
########### Generation 0  started
Best Strategy:  [0.024774768694571885, 0.8887966746139438, 0.6810296922421031]
########### Generation 75  started
Best Strategy:  [0.009050085548937555, 0.9166664908333716, 0.7122780919780446]
########### Generation 76  started
Best Strategy:  [-0.009573184802965425, 0.9110555473608598, 0.7022886341534541]
########### Generation 77  started
Best Strategy:  [0.03517185547184003, 0.8641942477999023, 0.6764932977114511]
########### Generation 78  started
Best Strategy:  [0.054432241447418456, 0.8375004769923116, 0.6582621511519571]
########### Generation 79  started
Best Strategy:  [0.0316599464156319, 0.8396277278982982, 0.6830659978490159]
########### Generation 80  started
Best Strategy:  [0.027239764904772194, 0.8932547661972227, 0.6940546213080822]
########### Generation 81  started
Best Strategy:  [-0.002463442314723522, 0.8989897227315314, 0.7093001976043278]
########### Generation 82  started
Best Strategy:  [-0.016357548125198705, 0.9027840834781542, 0.713279802029136]
########### Generation 83  started
Best Strategy:  [0.0015470793557580687, 0.9242966760028285, 0.6852348850359758]
########### Generation 84  started
Best Strategy:  [0.02958293924517133, 0.8561710873096054, 0.6774316448848035]
########### Generation 85  started
Best Strategy:  [0.04491674037487449, 0.8625439460140036, 0.6734409182315303]
########### Generation 86  started
Best Strategy:  [-0.030069193782688554, 0.9310531522235856, 0.6981785024688149]
########### Generation 87  started
Best Strategy:  [0.011970668283645377, 0.9226917912258845, 0.687193193093265]
########### Generation 88  started
Best Strategy:  [-0.011598221312924246, 0.9112805521688297, 0.7031040914774812]
########### Generation 89  started
Best Strategy:  [0.011970668283645377, 0.9154086070286751, 0.6703597159648428]
########### Generation 90  started
Best Strategy:  [-0.011598221312924246, 0.9112805521688297, 0.698055372553616]
########### Generation 91  started
Best Strategy:  [-0.01579477514872734, 0.9197998468724554, 0.7257530076150247]
########### Generation 92  started
Best Strategy:  [-0.01210919510015211, 0.9044075177580096, 0.7014661114831771]
########### Generation 93  started
Best Strategy:  [-0.026280508540854775, 0.9205668806158503, 0.69871665211147]
########### Generation 94  started
Best Strategy:  [0.004700165655211773, 0.9142596268043794, 0.668315317205337]
########### Generation 95  started
Best Strategy:  [-0.02236753250386226, 0.9322325950970715, 0.7155054929183234]
########### Generation 96  started
Best Strategy:  [-0.02236753250386226, 0.9244785385796861, 0.709306896174883]
########### Generation 97  started
Best Strategy:  [-0.005332394004656569, 0.4226449097403351, -0.2732879102629593]
########### Generation 98  started
Best Strategy:  [-0.034721097012056154, 0.9241709748506527, 0.6843033744944957]
########### Generation 99  started
Best Strategy:  [0.03227699833755214, 0.8912504517226134, 0.6998582737448775]
P(cooperate|defect) =  0.716880264634
P(cooperate|cooperate) =  0.839345040762
On this run, a player with 1-move memory was best
A mixed approach seeing if players of longer memory are better
than those with shorter memory. The convergent strategy at the
end will give us a good idea of this.
